student_id,gender,percentage_10,percentage_12,cgpa_sem,basic_aptitude,grade_ICP,grade_OOPS,grade_DSA,grade_DAA,grade_DBMS,grade_OS,grade_CN,grade_IWT,grade_CPMAD,grade_AJ,grade_AWT,communication_skill,aptitude_training_perf,coding_training_perf,national_test_score,amcat_score,num_hackathons,leetcode_solved,github_contrib_score,num_projects,project_depth,num_internships,internship_quality,research_papers,certification_count,attendance_percent,mock_interview_score,personality_score,placement_status
S0162,Female,72.37,81.26,7.45,2,A-,B,B,C,B+,B+,B,A,B,A,B-,5,5,1,0,99,2,20,19,3,1,0,3,0,1,62,2,4,1
S0163,Female,75.22,76.28,9.11,3,A+,A,D,B,B,A+,A-,A-,B-,A,A-,2,4,1,3,54,0,221,5,3,1,0,2,0,8,78,4,3,0
S0164,Male,80.47,87.14,5.18,1,B+,B,B+,A,A-,B-,B+,A,A+,B,B,2,2,2,4,71,4,48,1,0,1,0,3,0,9,77,2,1,1
S0165,Male,63.19,63.99,7.53,5,B-,A,A,A-,A+,A+,B-,B,A,B,A,1,4,5,1,39,1,59,4,3,4,3,0,0,9,57,2,5,1
S0166,Female,86.14,63.2,8.25,2,A+,B,B,A,C,A,A,A,A,A,B+,5,5,3,2,72,2,241,9,1,0,2,3,0,8,84,4,2,1
S0167,Male,82.15,85.15,7.73,2,A+,B,C,C,A-,A,A,B+,C,A,A,1,4,2,2,97,0,18,18,5,3,3,1,1,3,73,1,1,1
S0168,Male,82.18,77.1,9.07,4,A,B,A,B+,B,A+,B-,A,A-,A+,A+,4,5,3,0,57,2,77,0,3,1,0,2,1,7,56,2,5,1
S0169,Male,79.38,53.46,7.41,2,B,B+,A,B-,B+,A+,A,B-,C,B-,A,1,1,2,0,53,3,130,5,4,3,2,1,0,7,77,1,4,1
S0170,Male,75.2,65.53,7.28,2,B,B,B+,A,A+,A+,A,A+,A,A+,A,1,3,3,5,70,1,213,15,5,4,3,0,2,1,71,1,3,0
S0171,Female,81.73,76.64,8.21,5,B+,A+,A,B-,C,A-,B,B-,A,A,C,2,1,5,0,90,0,127,9,3,0,3,3,2,3,75,1,1,0
S0172,Male,80.92,82.05,7.62,5,B+,B-,A+,A+,B,A,B,A,A,A,C,5,4,5,0,34,0,106,7,1,1,2,0,2,5,66,2,4,1
S0173,Male,71.46,63.85,7.03,1,B-,A+,A,D,A,A,B-,A+,B+,A-,B-,4,4,1,4,40,0,180,19,3,0,2,3,1,3,87,1,5,1
S0174,Male,69.26,37.03,8.12,3,B,A,B-,C,D,B,A,A,B-,B,A,1,2,2,3,37,1,193,18,5,1,2,0,1,6,55,2,2,1
S0175,Female,76.02,78.28,6.72,5,B-,B+,A+,A-,B,A,A-,A,A-,A,A-,1,3,5,5,50,1,44,19,0,1,2,0,1,9,60,1,1,1
S0176,Male,90.49,57.36,6.77,1,B-,B,A-,B,B+,A+,A,B+,C,B+,A-,2,5,5,0,93,1,56,6,3,2,1,0,1,4,87,5,2,1
S0177,Female,62.61,47.79,6.87,2,B,A+,B,B,B,A-,B+,D,A,A+,A-,3,4,2,1,34,0,182,14,0,3,1,0,0,3,51,2,4,1
S0178,Male,60.32,38.01,9.12,1,B+,C,C,C,A,A,A,A+,B,B+,A+,5,5,2,4,63,0,274,4,2,0,1,0,0,5,81,5,5,0
S0179,Female,76.65,81.77,4.0,1,B-,C,D,A,B+,A,B,B+,B,A,B+,5,5,1,3,38,0,4,3,4,3,2,0,2,5,75,1,1,0
S0180,Male,75.51,73.54,7.97,1,C,B,A-,B+,A+,A-,A+,A-,A,A,A+,5,5,5,4,67,0,153,18,0,3,0,3,2,4,80,2,5,1
S0181,Male,76.73,69.29,7.54,1,A+,B+,C,B-,B+,B,A+,A,A+,A-,B-,1,1,3,2,72,0,18,18,5,3,0,1,0,5,81,4,3,1
S0182,Male,77.44,88.67,5.48,5,A+,B,A+,B,B+,B,A-,A,A-,B,B,1,5,2,4,39,1,30,9,2,0,0,2,2,4,84,5,5,1
S0183,Female,72.77,79.65,7.87,3,C,A,B,A-,B-,C,C,B-,A+,B,A-,1,2,2,5,41,0,146,7,2,1,3,2,1,6,51,3,5,0
S0184,Female,89.9,91.4,8.07,1,A,B+,B,B-,B,B+,B-,A+,C,A-,B,3,1,2,4,47,0,124,19,1,1,0,1,2,4,52,3,5,1
S0185,Male,58.99,55.29,8.21,4,B-,C,A,A+,A,B+,D,B,C,A,A,1,1,2,2,41,1,24,0,2,1,1,3,1,3,82,4,1,1
S0186,Female,66.72,71.59,4.32,2,A-,C,B+,B,B-,A,A-,A,B,A,A,5,4,5,2,60,0,152,19,4,1,2,3,2,8,56,4,1,0
S0187,Female,73.97,52.6,9.14,2,A,C,A,A,B+,B,A+,A-,B,B+,A,5,3,3,2,40,1,236,12,4,1,3,2,1,4,70,3,1,1
S0188,Male,58.57,69.25,6.61,2,A+,A,B-,A,B,A,A,A-,A,B-,B,2,3,1,5,56,1,213,6,4,1,1,2,2,5,97,2,2,1
S0189,Male,73.24,69.02,8.32,2,A,A,A-,B+,A,B+,B,A,A+,C,A,3,4,4,5,50,2,140,1,4,4,0,0,1,1,74,1,4,0
S0190,Male,91.61,79.52,8.39,2,A,A,B,A-,B-,A-,A,A+,B-,B,B+,4,3,5,4,42,0,297,8,1,4,2,1,0,0,65,2,4,1
S0191,Male,75.21,72.55,6.45,1,B+,A-,A,B+,C,B,A,A,B+,A-,A,1,5,5,2,74,2,142,18,3,1,0,0,0,2,72,3,5,1
S0192,Female,77.31,79.48,8.29,3,B,A,A,B+,B,C,A+,A,B,B,A,4,2,4,0,76,0,22,8,5,0,1,0,1,6,66,5,2,1
S0193,Female,62.4,80.44,7.04,4,D,A-,D,A,C,C,B+,B-,B,A,A,1,5,4,1,54,1,283,16,5,3,1,0,0,0,82,5,4,0
S0194,Female,68.84,97.86,5.01,5,A-,B,B,A,A,A,A,A,A-,B,B,3,3,2,1,93,0,111,17,0,3,1,1,2,0,67,1,1,0
S0195,Male,71.25,68.22,8.9,4,B+,B,C,B,B-,A,A+,B,A,A,B+,3,3,3,2,99,1,268,9,1,0,0,1,0,7,88,1,3,1
S0196,Male,71.82,60.71,6.57,5,B+,B,A,A-,B+,B-,A-,A,B,A,B,5,2,5,3,57,1,95,0,5,4,2,1,1,2,72,3,3,1
S0197,Female,87.82,74.95,6.47,5,B+,B-,A,B+,A,B+,A-,B-,B+,A+,A,3,1,5,4,49,1,171,10,1,3,2,0,0,1,58,3,4,1
S0198,Female,80.58,62.37,7.02,4,B+,A+,B+,B,B,B+,B+,A-,B-,A-,A+,4,1,1,1,70,1,290,18,0,4,3,3,2,7,52,1,2,1
S0199,Female,63.89,89.78,7.83,1,A+,A+,B+,C,B,B,B,A,A-,B,B,4,2,4,5,33,1,234,18,5,2,3,1,1,9,97,5,4,1
S0200,Female,77.47,68.6,7.43,2,A+,B,A,B,A,B,A,D,A,B,A,3,1,4,5,98,1,86,1,0,3,3,0,0,1,84,4,1,1
S0201,Female,79.98,65.21,8.16,1,A+,B+,B,A+,A+,C,B,A,A,B-,A,4,3,5,0,53,1,295,4,3,2,1,3,0,9,73,4,2,1
S0202,Male,86.4,66.34,5.89,2,A,B+,A-,B-,A,B+,A+,B+,B,D,A,1,1,4,3,46,1,197,2,3,2,2,2,0,6,55,4,3,0
S0203,Male,90.81,80.62,6.61,3,B,A+,A,D,A-,B+,A-,B+,B+,A+,B,2,3,2,3,34,2,220,12,4,2,0,0,2,6,68,5,5,0
S0204,Female,64.85,70.11,7.36,5,A,A,A,B+,A,B+,B+,A-,A-,B+,B,5,4,1,0,86,0,297,6,5,2,2,2,0,9,63,2,1,1
S0205,Female,66.89,64.3,9.78,4,B-,B,B+,C,A,B-,C,C,B+,B+,A,2,5,5,4,55,1,142,10,3,1,0,2,2,5,52,2,2,1
S0206,Male,62.42,91.98,7.36,3,C,B-,B,B+,A-,B,B+,B-,B+,B-,B+,4,1,1,4,46,1,59,16,3,1,3,1,1,0,55,5,5,1
S0207,Male,72.66,61.73,8.8,2,C,C,B+,B+,C,B,A,B-,A,A,B,5,4,2,2,85,2,288,0,0,0,1,0,2,0,66,2,1,1
S0208,Female,79.66,72.43,7.55,1,C,B+,B+,A,B,C,B+,C,A-,A+,A-,2,1,1,0,37,1,1,3,2,3,1,1,0,2,85,4,3,0
S0209,Male,84.87,79.83,6.92,4,A,B+,A,B,A,B,A-,B+,A,A,A,2,4,4,0,93,2,152,0,4,0,3,3,1,3,71,5,2,1
S0210,Male,74.24,52.42,7.2,5,B+,B-,C,A,C,A-,B+,A+,A-,D,B,4,2,5,5,98,2,253,8,4,2,1,1,0,8,53,1,4,1
S0211,Male,71.8,77.76,7.3,3,A,B+,C,A,B,B,A,B,B+,B-,B,5,4,1,0,39,3,58,17,1,0,3,2,0,6,59,5,2,1
S0212,Female,76.52,59.34,8.22,5,B-,B+,B,A+,B+,B,B+,A-,A,A-,A+,5,3,3,2,79,1,250,16,3,1,2,2,2,0,81,3,2,0
S0213,Female,66.65,81.87,9.15,2,B-,C,A+,A,B+,A+,A,A,A-,B-,B,2,2,5,1,84,1,24,18,3,4,0,0,0,3,96,4,1,1
S0214,Male,95.9,60.45,7.93,5,B-,B,B+,A-,A-,B+,B,B+,A-,A+,B+,5,2,1,4,43,2,132,14,0,4,1,3,2,5,98,4,4,1
S0215,Female,58.92,80.31,8.92,1,A-,C,B,B+,A,B,B+,C,A,A,B,5,3,5,2,56,1,242,9,3,4,3,2,1,5,98,3,3,0
S0216,Male,76.85,85.27,6.34,3,B,A,D,A,A-,B+,A+,A,D,B,A,1,1,1,2,34,0,61,11,1,4,0,0,1,6,92,4,5,1
S0217,Male,95.24,82.34,7.0,3,A+,B+,D,D,B+,B,B-,B-,A+,A,A,4,2,1,5,57,3,103,15,0,4,3,0,1,8,53,3,3,1
S0218,Female,75.07,75.02,6.63,1,A+,B-,B-,A,B+,B+,B,A-,B,A,B+,4,1,4,2,34,3,77,11,4,3,1,1,0,5,62,3,4,1
S0219,Female,73.1,69.22,7.88,5,B,A,A+,A-,B,D,A,A,A,B-,B+,1,5,1,5,41,1,208,0,3,2,0,2,2,0,68,4,5,0
S0220,Female,71.43,65.08,7.07,1,A-,B,C,A,A-,A,A+,B-,B-,B,A-,2,4,3,5,37,0,104,12,3,1,1,1,0,2,95,5,2,1
S0221,Female,73.2,89.65,8.38,4,D,A,B,A,B,A+,B,C,C,D,B,3,4,4,0,88,2,90,3,1,4,0,2,0,0,92,3,5,0
S0222,Male,88.73,63.61,6.38,1,A+,B-,B-,A+,B+,A-,A-,A,A-,A,B+,2,3,3,2,94,0,163,19,5,3,0,2,2,5,87,1,2,1
S0223,Male,52.88,59.56,7.55,5,B-,B,A-,B+,C,B+,C,A,B-,A-,B,1,3,3,1,89,3,114,11,1,1,3,3,0,6,97,3,4,1
S0224,Male,90.33,79.98,8.32,1,B+,A,A,B,A-,A,A+,A-,A,A,A,5,4,2,3,84,3,149,18,0,4,0,1,1,2,75,1,3,0
S0225,Male,60.76,62.45,5.02,2,B-,B+,B+,A,C,A,A+,B-,A,B-,B,1,5,3,2,72,0,232,14,4,2,2,0,2,9,79,5,1,0
S0226,Male,72.33,60.6,10.0,1,B-,B,A,A-,B-,B,C,A+,A,A,B+,4,3,1,5,70,0,85,8,5,0,1,1,1,8,92,3,5,1
S0227,Female,70.71,54.68,7.16,1,C,B,A-,A+,B,A-,C,A,A,A-,A+,5,5,5,1,39,1,27,6,5,2,3,3,0,0,80,3,1,1
S0228,Male,80.89,66.21,5.07,5,A,A-,B-,B-,B,B,A+,B,A-,A,A,2,3,4,5,36,2,47,5,1,2,0,2,0,0,87,3,1,1
S0229,Female,59.02,71.01,7.69,4,C,B-,A+,B,A+,B,B,A-,A-,B,A+,5,2,4,0,50,0,187,8,1,4,2,1,1,6,61,1,5,1
S0230,Female,79.62,74.92,7.54,4,A,B+,A,A+,C,B,A,A,A-,A,B+,4,1,4,3,73,1,83,17,4,0,2,1,0,4,68,5,1,1
S0231,Female,95.24,83.42,7.4,5,A+,B+,A,A-,A,A-,B,B-,B,A+,A,1,4,5,4,66,1,62,7,2,0,2,3,0,4,72,4,1,1
S0232,Male,61.37,78.32,8.69,5,A-,A+,A-,C,B+,B+,B-,C,A,A-,D,2,1,3,4,73,1,1,17,0,1,3,2,2,4,99,2,1,1
S0233,Male,76.9,69.71,8.4,5,B-,C,D,A-,A,A-,A,C,A+,A-,B-,3,4,2,0,94,1,278,12,5,3,0,2,2,4,95,3,3,0
S0234,Male,68.38,69.62,7.86,2,B+,A,A,B+,A-,B-,A,A,B+,A,B-,3,3,1,0,35,0,50,6,2,1,0,0,1,1,90,3,2,0
S0235,Male,79.26,78.12,8.04,3,B-,B+,A,A-,B,B-,A+,C,A-,A,B+,1,1,4,4,67,1,225,11,4,4,2,2,0,0,59,3,3,0
S0236,Female,75.19,87.27,7.37,1,B,B-,C,B+,C,A,A+,B,A+,B-,B-,2,5,1,0,72,1,79,4,5,0,3,2,1,4,64,4,3,1
S0237,Male,68.59,73.52,9.63,5,A,A,B-,C,B+,A+,A+,A,A,A+,A,2,3,3,4,86,2,245,15,5,2,1,2,0,9,99,5,2,0
S0238,Male,79.88,66.37,5.72,5,C,B+,A+,D,D,A,B-,B,B+,A+,B+,5,2,2,0,99,0,205,7,3,2,0,2,2,8,66,1,2,1
S0239,Female,93.04,60.09,7.67,5,A+,A,B,B,B+,A-,A,A+,A,A,A-,1,1,4,4,94,0,115,6,5,3,0,2,2,7,62,4,1,1
S0240,Male,73.09,54.66,7.58,4,B-,B,B,A-,A,B+,B+,B,B-,C,A,5,1,3,1,84,0,256,0,0,4,1,0,0,8,73,5,3,1
S0241,Female,82.2,80.0,8.48,5,A,B+,B,B+,A,B,B,B,A,A+,A+,1,2,2,0,64,1,14,1,4,4,0,2,2,2,65,2,5,0
S0242,Female,62.07,78.94,6.49,1,B+,B-,B+,A-,B,A,B+,B,A+,B-,B+,4,4,4,4,53,3,216,8,4,1,1,1,2,1,88,5,5,1
S0243,Female,65.44,78.93,5.41,5,A-,B-,D,D,A+,B,A-,A,A-,B-,A+,1,3,3,0,67,0,42,14,5,0,1,1,0,4,87,5,1,1
S0244,Male,79.72,70.46,7.69,1,A,B,A+,B,B+,C,A+,B,D,A-,B,5,2,1,4,32,1,102,6,0,0,0,2,2,6,79,1,3,1
S0245,Male,89.84,88.88,7.84,2,A-,B,A,A-,A,B,B+,A,B,A,C,2,5,5,4,80,2,293,6,2,3,2,1,0,3,94,5,1,1
S0246,Female,78.56,66.19,9.29,3,A,B+,A-,A+,A-,A,A,C,A-,B,A,1,3,4,5,90,0,62,19,3,2,0,0,1,1,93,5,3,1
S0247,Male,71.87,83.46,5.98,4,A,A-,A-,B+,B,B+,B,B,A+,B,B+,2,2,2,5,69,1,230,12,2,1,2,1,0,8,64,3,1,0
S0248,Female,74.99,71.54,8.89,1,A,B,C,D,B+,B+,A,A+,B+,B,B,4,2,2,3,83,2,237,3,1,3,0,0,1,5,53,1,2,1
S0249,Female,62.5,64.7,10.0,2,B+,C,B+,B+,A,B-,B,A,A,B-,A,3,1,5,0,95,0,249,18,2,0,3,0,0,2,93,5,5,1
S0250,Female,81.05,79.11,7.05,3,B,A-,A+,A,A,A-,B,B,B,A,C,3,1,5,1,89,2,77,9,1,1,2,3,0,0,59,5,1,0
S0251,Male,83.82,76.92,5.95,3,B+,A,A-,A+,A-,A-,B,B+,B+,B,B-,5,1,3,2,44,1,82,3,0,4,1,1,0,0,89,3,3,1
S0252,Male,70.48,76.28,7.01,3,B-,A-,A-,A-,A+,B+,A,B,A,A,A,1,3,5,2,75,0,153,11,5,2,2,1,0,7,95,1,5,1
S0253,Female,70.3,72.98,7.52,1,B,A-,C,C,B+,B+,A,A,A+,B+,A+,4,4,4,5,84,0,229,2,1,0,2,2,0,3,95,2,1,1
S0254,Male,77.66,71.55,8.18,2,B,A+,B+,D,B,B,B-,B,B,B,C,4,3,5,0,33,0,96,7,4,0,0,2,1,8,81,1,4,1
S0255,Male,70.63,100.0,6.79,5,B,B+,B,C,A+,A+,A+,A,B+,A,C,2,1,4,5,53,0,173,16,5,3,3,3,2,4,70,4,5,1
S0256,Male,74.34,86.21,9.37,2,A-,B+,B,B,A-,B+,A,B+,B-,A+,A-,5,1,1,4,69,0,139,5,5,2,1,2,0,4,78,5,4,1
S0257,Female,96.0,80.67,6.16,2,B,B+,B,B+,A-,A,B,C,A,A,A+,4,3,5,4,56,0,92,12,5,0,3,1,1,7,79,4,3,0
S0258,Female,72.53,73.34,5.41,2,A+,A-,B,B+,A,A,B-,B,B,A-,B,1,2,1,1,81,0,139,17,1,0,2,0,1,6,56,4,2,1
S0259,Male,71.42,84.09,8.83,1,B-,B,A,B+,B+,B,A-,A+,A,B-,A,4,2,2,0,66,0,28,15,4,0,3,3,0,7,91,2,2,1
S0260,Male,68.52,78.22,4.77,1,B,B-,B-,B,A,A,B,D,A,B+,C,3,1,5,2,30,2,60,10,4,3,3,0,0,3,78,5,3,0
S0261,Female,82.44,72.31,7.26,1,A,C,B,A-,A-,A,B+,A,B,B,B,5,1,2,1,38,1,40,13,2,0,3,2,0,9,59,1,4,1
S0262,Female,73.19,68.36,10.0,2,B,B+,B,B,B,B,A+,B,B-,A,B,2,4,1,0,47,2,147,0,5,3,2,0,1,1,99,3,2,1
S0263,Male,68.51,71.03,7.49,1,A+,A+,D,A,A,B,B,B+,A,A,A,1,2,2,0,68,2,246,11,5,4,3,3,0,5,71,5,2,1
S0264,Male,88.21,33.95,6.16,3,A,C,B-,A,B,A+,B-,A,B,A,B,3,4,1,5,59,3,157,19,3,4,3,1,0,6,66,4,4,0
S0265,Female,89.2,74.53,7.43,1,A+,B,B-,B-,B+,B+,D,A,B,A,A,4,1,3,5,49,2,294,5,5,4,0,1,2,5,67,4,1,1
S0266,Female,69.0,66.14,7.44,4,B,A,C,C,A,A,A+,A,A,B+,A+,5,1,1,0,44,0,245,6,2,4,1,3,1,2,95,5,2,1
S0267,Female,56.33,91.11,7.69,1,B,A,A,B+,B,A,B,B-,B-,B-,B+,5,4,3,3,93,0,295,10,2,1,2,0,0,2,54,2,2,1
S0268,Female,85.08,72.23,8.29,1,B-,A,B+,A+,B+,B+,A-,B-,B+,A-,B+,1,4,2,1,54,0,178,0,4,1,3,3,1,4,88,1,1,1
S0269,Male,68.15,57.73,6.25,1,A+,A,B+,C,B+,A,A+,B+,B,B+,B,2,1,1,0,78,1,257,2,3,4,3,1,0,6,66,3,4,1
S0270,Male,82.91,71.4,9.53,1,B+,A+,A,B,B,D,B,A,B+,A+,B-,3,5,3,5,96,0,217,12,4,4,0,0,0,1,83,2,4,0
S0271,Female,55.3,59.45,7.79,4,B,C,B-,A-,B-,A,A,B-,B+,A+,A-,2,1,1,1,55,2,155,5,5,2,1,2,1,3,53,1,1,0
S0272,Female,83.93,77.68,8.37,5,A,B+,B,B+,C,B,A-,B+,B-,A+,A-,1,2,4,2,74,2,119,9,3,0,2,1,1,7,90,5,2,1
S0273,Female,62.89,75.49,6.75,1,B,B,B,A-,B,B-,A,A-,A,B,B+,1,1,4,0,35,2,263,6,1,2,3,3,1,2,57,2,1,1
S0274,Female,82.31,83.49,9.04,3,A+,B-,D,B+,B-,D,A-,A-,A+,B+,A,3,3,2,4,61,0,286,10,4,2,2,1,1,6,75,3,3,1
S0275,Male,75.14,62.51,7.19,4,A,B,A,B-,A+,A-,B+,A-,B-,A,B,5,1,4,0,46,1,38,14,2,2,3,2,2,9,74,1,1,1
S0276,Male,65.46,72.41,7.83,5,B+,B-,B,A,B+,B-,A-,B+,B-,B+,B+,5,5,5,0,75,0,187,10,4,2,3,0,1,2,85,5,5,1
S0277,Female,70.93,55.62,6.38,1,B,C,B+,A,A,C,B+,B,A-,B+,C,3,2,3,1,82,1,241,17,0,2,2,3,0,7,92,1,4,1
S0278,Female,81.86,80.42,6.3,5,A,A-,A,A+,A+,A,A,B+,A,A+,B,2,1,5,1,33,4,82,0,0,2,2,1,0,6,88,3,2,1
S0279,Female,76.06,78.23,8.33,3,A,C,A,A,B+,B+,B,B-,B,B,A,3,4,4,5,57,2,204,13,0,4,3,1,1,0,60,5,2,1
S0280,Female,80.84,77.95,6.97,4,A,B,B-,A,B,A+,B-,A,A+,B,A,5,2,2,3,45,1,143,11,2,2,2,3,1,3,52,4,3,0
S0281,Female,94.76,72.02,6.48,4,A,A+,B+,A,A-,B,A,B+,A-,A,A-,2,2,5,0,68,1,278,0,2,1,1,0,1,6,93,4,2,1
S0282,Male,59.36,76.98,6.73,5,A,B,B-,A+,B,B+,B+,A,A+,B,A,4,5,2,5,59,0,181,17,0,0,2,2,1,4,89,2,3,1
S0283,Male,91.17,91.25,8.34,1,A-,B,B+,A,B+,A,B,B,B+,A,A-,2,4,1,2,86,1,11,16,5,1,2,3,1,2,77,5,3,1
S0284,Male,76.04,68.58,6.75,2,B,C,A,A,A-,B,B+,A,A+,B,A,5,3,5,1,85,2,291,13,2,3,2,1,0,1,88,5,4,1
S0285,Male,66.01,73.66,7.36,4,A-,A-,A,A+,A,A+,A-,A,B,C,C,1,1,1,3,68,4,56,11,5,1,2,2,2,8,74,2,3,0
S0286,Male,61.7,58.97,7.52,2,B,B+,A-,B,A-,B-,B,B-,B,A-,A,2,3,5,4,71,1,153,0,2,3,3,0,1,9,71,1,4,1
S0287,Male,73.11,61.58,5.2,4,B,A+,C,B+,A,A+,A+,A,B+,A,B,2,4,3,4,47,2,91,18,2,4,0,3,1,5,62,2,3,1
S0288,Male,84.22,73.17,5.73,1,A,A,A+,A+,B,B,A-,B,A,A-,A+,1,2,2,3,51,1,89,3,0,3,3,0,1,9,53,5,1,1
S0289,Male,73.72,85.25,7.9,1,A+,A+,D,B+,A,A+,B+,C,A,A,A-,5,5,1,5,33,1,3,4,1,2,3,2,1,0,77,4,4,1
S0290,Male,90.11,68.92,6.62,4,B-,B+,D,D,A+,A,A+,B+,A,A+,A,4,5,4,4,32,0,220,4,5,2,1,0,2,4,68,1,5,1
S0291,Male,60.49,69.17,8.77,5,A+,B-,D,C,B,B,B+,A,B+,B,A-,4,2,5,0,90,2,143,1,5,2,3,2,2,6,52,5,1,0
S0292,Male,74.88,67.12,8.66,1,A,A,B+,A+,B+,A,B,A,B,A+,B+,3,5,1,1,53,0,21,10,1,3,3,1,0,7,76,3,3,1
S0293,Female,62.48,65.58,8.36,1,A+,B+,C,B,A-,B+,B,B-,A+,A,B,4,3,5,2,81,1,191,2,3,3,1,2,1,4,60,4,5,1
S0294,Male,78.64,75.54,9.68,3,B,A,A-,A-,A,C,A,A-,B,B,B+,4,2,5,4,96,1,106,7,4,3,1,3,1,9,55,4,4,1
S0295,Male,83.87,54.03,7.4,1,B+,A,A+,A+,A-,A+,D,B,B,B,B,2,1,5,0,60,2,219,1,1,0,2,2,0,9,97,2,5,1
S0296,Male,70.79,87.37,8.28,3,D,B+,A,A,B,B-,B,B,A-,A+,B-,3,1,1,5,82,3,238,3,3,0,3,2,0,0,80,5,5,1
S0297,Female,48.96,64.01,6.8,1,B-,A+,C,A,B-,A+,A-,B+,A,B,B-,4,4,1,1,90,1,217,6,1,0,1,1,1,1,78,5,3,1
S0298,Male,76.99,80.66,10.0,1,A-,B+,A+,B+,B,A,A,B,B-,C,B,2,2,5,0,87,1,38,18,0,2,3,0,2,3,57,2,1,1
S0299,Female,79.37,56.76,9.88,5,A-,A+,B+,B,A+,A,B+,A,B,A+,A+,3,3,4,0,64,1,244,18,3,4,3,1,0,9,60,5,5,1
S0300,Male,79.04,80.03,7.51,5,A,A,A+,B,B,D,B-,B+,D,A-,C,2,2,2,5,60,1,149,6,0,1,3,3,1,0,58,5,1,0
S0301,Male,87.36,80.06,7.96,1,A,B+,A,A,A,A,B+,B,A-,B,C,1,2,5,1,86,2,29,7,0,0,2,2,1,3,80,4,5,1
S0302,Male,64.29,76.61,9.13,4,A,B+,A+,A,A,B-,B,A,C,B,B,5,3,4,4,39,1,160,13,3,1,2,1,1,5,50,1,4,1
S0303,Male,81.8,60.07,7.32,4,A,A+,B-,A,A,D,A-,A,A+,A,B+,5,5,2,4,47,1,103,3,5,0,3,3,0,5,56,3,3,1
S0304,Female,86.93,74.99,6.71,1,A,B+,B+,A-,B,A-,A-,B,A-,A,A,5,3,5,0,85,1,157,13,5,3,0,0,0,1,59,3,5,0
S0305,Female,57.21,57.8,8.55,4,A,B-,C,D,B,B,A,B,B+,B,B,4,2,2,3,65,0,133,0,3,3,3,1,0,0,58,1,3,1
S0306,Female,78.2,68.97,7.59,1,A,B,B,B,B,B,B,B+,A-,C,B-,5,2,5,4,80,0,53,4,1,2,2,2,1,7,62,3,1,1
S0307,Male,69.96,84.35,7.72,5,C,A,C,C,B,A-,A-,B,B,B,B,5,2,1,0,90,5,35,10,1,2,1,1,0,8,76,1,5,0
S0308,Male,74.18,81.56,6.5,2,B+,B+,B+,B,A,A,A,B+,A,C,B,3,2,5,5,48,0,130,14,4,1,3,1,1,8,67,5,4,0
S0309,Female,78.48,72.18,5.44,3,D,B,B,A-,A-,A-,A-,B-,B-,B,A,3,4,5,2,40,1,79,19,1,2,2,2,2,6,65,2,2,1
S0310,Male,70.13,60.3,7.78,4,A-,A+,B+,A-,B,B,B-,B,B+,C,A-,3,5,5,2,34,2,271,13,5,4,1,3,2,3,53,5,1,1
S0311,Male,68.24,79.75,8.59,4,B+,B-,B+,B+,B,B,B,A,C,B,B,4,2,5,3,74,0,119,12,3,4,2,2,2,1,79,2,3,1
S0312,Male,75.34,72.23,7.23,5,A,C,B-,A-,B,A,A,A-,A+,C,A+,5,4,4,5,74,3,133,6,1,4,0,0,0,6,87,1,1,0
S0313,Male,64.13,44.16,9.22,4,A,B-,B,B-,A,A,C,B,B,A,B,4,2,3,0,77,1,204,17,3,2,2,1,1,5,69,5,4,1
S0314,Female,64.14,81.39,6.66,1,A,B-,B-,B+,B,C,A+,B-,A-,B-,B,4,5,4,2,43,0,264,5,4,0,3,3,0,6,90,1,3,1
S0315,Female,81.79,71.71,6.23,1,C,B,B,A,A-,A+,A+,A,B+,A,A,4,5,4,5,57,1,232,19,3,1,1,0,2,0,61,4,3,0
S0316,Female,63.51,86.43,7.42,2,D,B,A,B,B,B,A,B+,B,A+,A+,4,3,1,4,38,1,27,6,4,1,3,2,1,3,77,1,3,0
S0317,Male,81.66,58.86,7.4,2,A+,B,B,B-,B+,A+,A,A,A,B+,B-,4,4,5,0,88,1,57,8,4,1,3,3,2,0,93,5,2,1
S0318,Male,79.63,33.88,8.42,2,A,B-,A,A-,C,B-,A+,A,A,A,A,4,5,4,3,67,0,28,1,4,0,0,3,1,6,50,2,2,1
S0319,Male,57.74,75.35,6.57,1,A-,B,B+,B,A,C,B,B,B,A+,A-,5,1,2,3,54,1,32,7,0,2,2,2,0,5,58,4,3,1
S0320,Male,68.22,75.5,9.14,2,A,A,B,A+,B,A,B,A+,B+,D,B,3,2,5,4,77,0,107,5,5,0,0,3,1,9,91,5,2,1
S0321,Male,86.94,51.71,9.86,2,A-,A-,D,B+,B+,A+,B,B,A,B,B-,2,5,1,2,48,0,271,8,2,3,2,0,2,7,98,5,3,1
S0322,Female,65.19,60.26,7.45,1,A,B-,A+,A+,A,B+,B,C,B+,C,B-,2,4,1,5,31,2,190,6,5,0,0,3,1,1,82,5,4,1
S0323,Female,70.36,100.0,9.0,5,B+,A+,A+,A+,A+,A,B,C,B+,D,B+,2,4,2,2,35,0,80,4,3,2,2,0,1,7,50,4,3,1
S0324,Male,79.62,68.33,6.23,4,A,B,A+,B,B,A-,A,A,B,A-,B+,1,4,1,3,59,1,81,16,5,0,1,3,2,7,91,5,2,1
